WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
32,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Gem Explore,https://www.tripadvisor.com/AttractionProductReview-g294201-d23427880-Private_Tour_to_Giza_Pyramids_Sphinx_Camel_Ride_Egyptian_Museum_and_Bazaar-Cairo_C.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d23427880-Private_Tour_to_Giza_Pyramids_Sphinx_Camel_Ride_Egyptian_Museum_and_Bazaar-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/a4/97/d7/caption.jpg?w=500&h=400&s=1,"Private Tour to Giza Pyramids, Sphinx ,Camel Ride, Egyptian Museum and Bazaar",89.,https://www.tripadvisor.com/Attraction_Review-g294201-d23407688-Reviews-Gem_Explore-Cairo_Cairo_Governorate.html,Full-day Tours,8–9 hours,"The best tour available around Cairo, as you will be able to visit Cairo top spots. with Avery informative tour guide you…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$70.00,per adult,More info,
59,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Safe Travel,https://www.tripadvisor.com/AttractionProductReview-g294201-d11470330-Private_Pickup_Transfer_from_Cairo_Airport_to_Hotels_in_Cairo-Cairo_Cairo_Governor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11470330-Private_Pickup_Transfer_from_Cairo_Airport_to_Hotels_in_Cairo-Cairo_Cairo_Governor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ca/4f/68/caption.jpg?w=500&h=400&s=1,Private Pickup Transfer from Cairo Airport to Hotels in Cairo,90.,https://www.tripadvisor.com/Attraction_Review-g14182912-d19898218-Reviews-Egypt_Safe_Travel-Kafrat_Nassar_Giza_Governorate.html,,1 hour,Private transfer from Cairo airport. Once you get outside the terminal you will find your representative holding a sign …,Free cancellation,94% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$45.00,per group,More info,
4,,,,,,,,,1,3,,5,,,,,,,
"8,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=YmhUXy9BdHRyYWN0aW9ucy1nMjk0MjAxLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUNhaXJvX0NhaXJvX0dvdmVybm9yYXRlLmh0bWxfd1dR,,,,,,,,,,,,,,,,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travelish Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d19604496-Private_Full_day_to_Coptic_Cairo_Cave_Church_Coptic_Museum-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d19604496-Private_Full_day_to_Coptic_Cairo_Cave_Church_Coptic_Museum-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6d/6c/f3/caption.jpg?w=500&h=400&s=1,Private Full day to Coptic Cairo -Cave Church- Coptic Museum,91.,https://www.tripadvisor.com/Attraction_Review-g295398-d13136186-Reviews-Travelish_Tours-Alexandria_Alexandria_Governorate.html,Full-day Tours,6+ hours,"Egypt comprises of some of the most beautiful holy Coptic sites

 visit the magnificent Saint Simon Church (Cave Church)

 …",Free cancellation,,,from,$57.15,per adult,More info,
74,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Deluxe Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d13406040-Private_Tour_Giza_Pyramids_Sphinx_Sakkara_Dahshur_Pyramids_Lunch_and_Camel-Cairo_C.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d13406040-Private_Tour_Giza_Pyramids_Sphinx_Sakkara_Dahshur_Pyramids_Lunch_and_Camel-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/cc/d3/caption.jpg?w=500&h=400&s=1,"Private Tour Giza Pyramids,Sphinx, Sakkara ,Dahshur Pyramids,Lunch and Camel",92.,https://www.tripadvisor.com/Attraction_Review-g294201-d10435320-Reviews-Deluxe_Tours_Egypt-Cairo_Cairo_Governorate.html,Bus Tours,7–9 hours,"A Special tour of the most famous pyramids in Egypt . 

Visit the Great pyramids at Giza as you can take a camel ride around…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$75.00,per adult,More info,
36,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Memnon Reisen,https://www.tripadvisor.com/AttractionProductReview-g294201-d19881638-Cairo_Small_Group_Day_Trip_from_Hurghada_El_Gouna_Makadi_Bay_or_Soma_Bay-Cairo_Cai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d19881638-Cairo_Small_Group_Day_Trip_from_Hurghada_El_Gouna_Makadi_Bay_or_Soma_Bay-Cairo_Cai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ad/86/e5/caption.jpg?w=500&h=400&s=1,Cairo day trip private excursion (2-3 participants) from Hurghada and surroundings.,93.,https://www.tripadvisor.com/Attraction_Review-g297549-d17274097-Reviews-Memnon_Reisen-Hurghada_Red_Sea_and_Sinai.html,Bus Tours,14–16 hours,We will pick you up from the hotel at 3:00 a.m. and drive to Cairo approx. 430 km. with an air-conditioned car or mini-bus…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$158.39,per adult,More info,
106,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bes Egypt Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463803-Private_Guided_Full_Day_Tour_to_Alexandria_from_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463803-Private_Guided_Full_Day_Tour_to_Alexandria_from_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/99/99/caption.jpg?w=500&h=400&s=1,Private Guided Full-Day Tour to Alexandria from Cairo,94.,https://www.tripadvisor.com/Attraction_Review-g294201-d8357832-Reviews-Bes_Egypt_Tours-Cairo_Cairo_Governorate.html,Bus Tours,6+ hours,"This is a private tour to Alexandria - City of Alexander the Great, and now the biggest seaport in Egypt, and the second…",Free cancellation,91% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$75.00,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Ride a Felouka,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463341-2_Hour_Felucca_Ride_on_the_River_Nile_from_Cairo_Sunset_or_Sunrise_Options-Cairo_C.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463341-2_Hour_Felucca_Ride_on_the_River_Nile_from_Cairo_Sunset_or_Sunrise_Options-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f0/7e/c5/caption.jpg?w=500&h=400&s=1,2-Hour Felucca Ride on the River Nile from Cairo - Sunset or Sunrise Options,95.,https://www.tripadvisor.com/Attraction_Review-g294201-d4883362-Reviews-Ride_a_Felouka-Cairo_Cairo_Governorate.html,Sunset Cruises,3 hours,"Sit back, relax, and enjoy the breeze on a hot summer night or sunny days in the winter on this 2 hour Felucca ride from…",Free cancellation,,,from,$35.56,per adult,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Excursion Cairo Day Tour,https://www.tripadvisor.com/AttractionProductReview-g294201-d13950282-Private_Tour_Egyptian_museum_Hanging_Church_Castle_Saladin_including_lunch-Cairo_C.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d13950282-Private_Tour_Egyptian_museum_Hanging_Church_Castle_Saladin_including_lunch-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0b/62/64/caption.jpg?w=500&h=400&s=1,"Private Tour Egyptian museum ,Hanging Church & Castle Saladin including lunch",96.,https://www.tripadvisor.com/Attraction_Review-g294201-d10085933-Reviews-Excursion_Cairo_Day_Tour-Cairo_Cairo_Governorate.html,Bus Tours,6+ hours,"all inclusive day tour to cairo to visit Egyptian museum , Coptic cairo the hanging church and islamic cairo Mohammed ali…",Free cancellation,,,from,$26.00,per adult,More info,Taking safety measures
13,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bes Egypt Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463806-All_in_All_Tour_Giza_Pyramids_sphinx_Egyptian_Museum_Market_Camel_ride_lunch-Cairo.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11463806-All_in_All_Tour_Giza_Pyramids_sphinx_Egyptian_Museum_Market_Camel_ride_lunch-Cairo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c9/d2/8d/caption.jpg?w=500&h=400&s=1,"All in All Tour Giza Pyramids, sphinx Egyptian Museum,Market,Camel ride,lunch",97.,https://www.tripadvisor.com/Attraction_Review-g294201-d8357832-Reviews-Bes_Egypt_Tours-Cairo_Cairo_Governorate.html,Bus Tours,8–10 hours,"Private tour 

visiting the highlights of Giza and Cairo as you will visit the Great Pyramid of Cheops in Giza, along with…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$35.00,per adult,More info,
60,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Tours Portal,https://www.tripadvisor.com/AttractionProductReview-g297549-d11860582-Tour_to_Cairo_and_the_Pyramids_from_Hurghada_by_Private_Vehicle-Hurghada_Red_Sea_a.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g297549-d11860582-Tour_to_Cairo_and_the_Pyramids_from_Hurghada_by_Private_Vehicle-Hurghada_Red_Sea_a.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/df/14/caption.jpg?w=500&h=400&s=1,Tour to Cairo and the Pyramids from Hurghada by Private Vehicle,98.,https://www.tripadvisor.com/Attraction_Review-g294201-d2109137-Reviews-Egypt_Tours_Portal-Cairo_Cairo_Governorate.html,Bus Tours,6+ hours,Enjoy a private day trip from your hotel in Hurghada to Cairo and Giza pyramids by private car where you will visit the …,Free cancellation,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$225.00,per adult,More info,
34,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Emo Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d13000722-ATV_Ride_at_the_Desert_of_Giza_Pyramids-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d13000722-ATV_Ride_at_the_Desert_of_Giza_Pyramids-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ae/0f/c3/caption.jpg?w=500&h=400&s=1,ATV Ride at the Desert of Giza Pyramids,99.,https://www.tripadvisor.com/Attraction_Review-g17181259-d23701529-Reviews-Emo_Tours_Egypt-Kafrat_al_Jabal_Giza_Governorate.html,Adventure Tours,1 hour,"Book this quad bike tour, which is simply the most exciting way to discover all the ancient wonders of Egypt. These custom…",Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$20.00,per adult,More info,
89,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Day Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d11462601-Giza_Pyramids_Sphinx_and_Egyptian_Museum_Guided_Day_Tour_from_Cairo-Cairo_Cairo_Go.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11462601-Giza_Pyramids_Sphinx_and_Egyptian_Museum_Guided_Day_Tour_from_Cairo-Cairo_Cairo_Go.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/8c/61/caption.jpg?w=500&h=400&s=1,"Giza Pyramids, Sphinx and Egyptian Museum Guided Day Tour from Cairo",100.,https://www.tripadvisor.com/Attraction_Review-g294201-d3210482-Reviews-Egypt_Day_Tours-Cairo_Cairo_Governorate.html,Bus Tours,5–6 hours,Embark on a unique opportunity to explore the most remarkable attractions in Cairo. You will visit the Pyramids of Giza …,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$72.00,per adult,More info,
76,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tree of Life Day Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464291-Best_tour_to_Giza_Pyramids_Egyptian_Museum_Bazaar_and_Felucca-Cairo_Cairo_Governor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464291-Best_tour_to_Giza_Pyramids_Egyptian_Museum_Bazaar_and_Felucca-Cairo_Cairo_Governor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/8e/3b/caption.jpg?w=500&h=400&s=1,"Best tour to Giza Pyramids, Egyptian Museum, Bazaar and Felucca",101.,https://www.tripadvisor.com/Attraction_Review-g294201-d2386563-Reviews-Tree_of_Life_Day_Tours-Cairo_Cairo_Governorate.html,Bus Tours,8–10 hours,"Enjoy two of the most popular sites in Cairo by visiting the Egyptian Museum and the Giza Pyramids.

First you will visit…",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$55.36,per adult,More info,
14,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Visitors Egypt Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d18473497-Dinner_Cruise_on_the_Nile-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d18473497-Dinner_Cruise_on_the_Nile-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/24/24/caption.jpg?w=500&h=400&s=1,Dinner Cruise on the Nile,102.,https://www.tripadvisor.com/Attraction_Review-g294202-d15690801-Reviews-Visitors_Egypt_Tours-Giza_Giza_Governorate.html,Bus Tours,3–4 hours,"We are happy to offer dinner Cruise on the Nile tour to explore the culture of Egypt on the River Nile.

Visitors Egypt …",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$40.00,per adult,More info,
17,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Upper Sky Tours (Egypt),https://www.tripadvisor.com/AttractionProductReview-g294201-d17062351-Dinner_Cruise_in_5_Star_Cruise_From_Cairo_The_Only_One-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d17062351-Dinner_Cruise_in_5_Star_Cruise_From_Cairo_The_Only_One-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f3/e9/fe/caption.jpg?w=500&h=400&s=1,Dinner Cruise in 5 Star Cruise From Cairo (The Only One ),103.,https://www.tripadvisor.com/Attraction_Review-g294201-d16880289-Reviews-Upper_Sky_Tours_Egypt-Cairo_Cairo_Governorate.html,Car Tours,4–5 hours,Enjoy a 2-hour Nile River night cruise with buffet dinner. Includes pickup and drop off from your hotel in Cairo. As you…,Free cancellation,,,from,$50.00,per adult,More info,Taking safety measures
17,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sun Pyramids Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d14861448-Cairo_Nile_Dinner_Cruise_and_Show-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d14861448-Cairo_Nile_Dinner_Cruise_and_Show-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c1/6f/a1/caption.jpg?w=500&h=400&s=1,Cairo Nile Dinner Cruise and Show,104.,https://www.tripadvisor.com/Attraction_Review-g294202-d14040279-Reviews-Sun_Pyramids_Tours-Giza_Giza_Governorate.html,Bus Tours,4 hours,Sooth yourself with an evening on the  Nile with dinner and a show aboard the Nile Maxim dinner cruise. Admire the lights…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$88.00,per adult,More info,
104,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Rimo Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d19900729-Private_Transfer_from_Cairo_Airport-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d19900729-Private_Transfer_from_Cairo_Airport-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9d/24/c5/caption.jpg?w=500&h=400&s=1,Private Transfer from Cairo Airport,105.,https://www.tripadvisor.com/Attraction_Review-g294201-d17420602-Reviews-Rimo_Tours-Cairo_Cairo_Governorate.html,,1–3 hours,We are a leading travel & transport company that works in the Egyptian tourist market. Our branches are available at most…,Free cancellation,99% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$11.74,per adult,More info,
21,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Emo Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d15012651-Private_Half_Day_Tours_to_Giza_Pyramids_and_Sphinx_with_Camel_Ride-Cairo_Cairo_Gov.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d15012651-Private_Half_Day_Tours_to_Giza_Pyramids_and_Sphinx_with_Camel_Ride-Cairo_Cairo_Gov.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/0a/f9/96/caption.jpg?w=500&h=400&s=1,Private Half-Day Tours to Giza Pyramids and Sphinx with Camel Ride,106.,https://www.tripadvisor.com/Attraction_Review-g294201-d2430233-Reviews-Emo_Tours_Egypt-Cairo_Cairo_Governorate.html,English Lessons,4 hours,Enjoy Half day tour to Giza Pyramids Where you visit the Great Pyramid of Giza and the Sphinx.that belongs to kings Cheops…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$50.00,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sun Pyramids Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d15054664-El_Alamein_Day_Tour_From_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d15054664-El_Alamein_Day_Tour_From_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d5/6d/2d/caption.jpg?w=500&h=400&s=1,El-Alamein Day Tour From Cairo,107.,https://www.tripadvisor.com/Attraction_Review-g294202-d14040279-Reviews-Sun_Pyramids_Tours-Giza_Giza_Governorate.html,Bus Tours,6+ hours,"Travel from Cairo to west along the coast to the site of one of the most significant battles in World War II, EL-Alamein…",Free cancellation,,,from,$145.00,per adult,More info,Taking safety measures
98,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Deluxe Travel Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d12567178-Half_day_Tour_in_Churches_of_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12567178-Half_day_Tour_in_Churches_of_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/05/f0/89/caption.jpg?w=500&h=400&s=1,Half-day Tour in Churches of Cairo,108.,https://www.tripadvisor.com/Attraction_Review-g294201-d2557973-Reviews-Deluxe_Travel_Egypt-Cairo_Cairo_Governorate.html,Bus Tours,5 hours,This 5-hour tour will take you to the most famous Churches in the city of Cairo. Explore old Coptic Cairo with its famous…,Free cancellation,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$36.00,per adult,More info,
33,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Hesham Egypt Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g294201-d11843724-6_Hours_Dahshur_2_pyramids_Sakkara_step_pyramids_Memphis_Old_City-Cairo_Cairo_Gove.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11843724-6_Hours_Dahshur_2_pyramids_Sakkara_step_pyramids_Memphis_Old_City-Cairo_Cairo_Gove.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/fe/fb/24/caption.jpg?w=500&h=400&s=1,"6-Hours Dahshur 2 pyramids ,Sakkara step pyramids & Memphis Old City",109.,https://www.tripadvisor.com/Attraction_Review-g294201-d7797819-Reviews-Hesham_Egypt_Tour_Guide-Cairo_Cairo_Governorate.html,Bus Tours,6 hours,"pick up from cairo or giza hotel

Have an exciting day tour to the land of Pharaohs and discover the mysteries of the Pyramids…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$26.00,per adult,More info,
144,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Best Cairo Things To DO,https://www.tripadvisor.com/AttractionProductReview-g294201-d11470344-Full_Day_Tour_to_Giza_Pyramids_Memphis_and_Sakkara-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11470344-Full_Day_Tour_to_Giza_Pyramids_Memphis_and_Sakkara-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/0e/18/caption.jpg?w=500&h=400&s=1,"Full-Day Tour to Giza Pyramids, Memphis, and Sakkara",110.,https://www.tripadvisor.com/Attraction_Review-g294201-d23186729-Reviews-Best_Cairo_Things_To_DO-Cairo_Cairo_Governorate.html,Car Tours,6+ hours,starts At 8:00 am with Pickup from your hotel in either Cairo or Giza By Emo Tours guide to Start your Giza Full Day Tour…,Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$70.00,per adult,More info,
22,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tree of Life Day Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d12936015-Best_Private_Cairo_by_Night_Tour-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12936015-Best_Private_Cairo_by_Night_Tour-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/99/6e/80/caption.jpg?w=500&h=400&s=1,Best Private Cairo by Night Tour,111.,https://www.tripadvisor.com/Attraction_Review-g294201-d2386563-Reviews-Tree_of_Life_Day_Tours-Cairo_Cairo_Governorate.html,Bus Tours,5 hours,"You are visiting Cairo, but you don't know how to enjoy it. 

Come with us and we'll show you the best places in Cairo at…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$31.67,per adult,More info,
16,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tours Around Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d23160096-Cairo_dinner_cruise_In_Nile_River-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d23160096-Cairo_dinner_cruise_In_Nile_River-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/dd/91/67/caption.jpg?w=500&h=400&s=1,Cairo dinner cruise In Nile River.,112.,https://www.tripadvisor.com/Attraction_Review-g294201-d23155678-Reviews-Tours_Around_Egypt-Cairo_Cairo_Governorate.html,Skip-the-Line Tours,3 hours,Enhance your visit to Egypt on an elegant cruising restaurant while taking in the sights of Cairo illuminated at night.Watch…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$24.00,per adult,More info,
18,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Let's Explore Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464017-Private_Cairo_Egyptian_Museum_Tour_with_Lunch-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464017-Private_Cairo_Egyptian_Museum_Tour_with_Lunch-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/55/ef/5c/caption.jpg?w=500&h=400&s=1,Private Cairo Egyptian Museum Tour with Lunch,113.,https://www.tripadvisor.com/Attraction_Review-g294201-d7736828-Reviews-Let_s_Explore_Egypt-Cairo_Cairo_Governorate.html,Skip-the-Line Tours,5 hours,"With your private guide, explore the biggest museum in Egypt, located in Tahrir square( square of the revolution), the largest…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$35.00,per adult,More info,
40,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Emo Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11459620-Private_Half_Day_Tour_Giza_Pyramids_and_Sphinx_by_Camel-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11459620-Private_Half_Day_Tour_Giza_Pyramids_and_Sphinx_by_Camel-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ca/58/61/caption.jpg?w=500&h=400&s=1,Private Half-Day Tour: Giza Pyramids and Sphinx by Camel,114.,https://www.tripadvisor.com/Attraction_Review-g294201-d2430233-Reviews-Emo_Tours_Egypt-Cairo_Cairo_Governorate.html,Car Tours,4–5 hours,Experience the majesty of the desert outside Giza from the back of a camel or a horse then visit the UNESCO World Heritage…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$20.00,per adult,More info,
9,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Go Discovery Travel,https://www.tripadvisor.com/AttractionProductReview-g294201-d14038245-3_Days_Tour_Package_Covering_all_Cairo_and_Giza_all_inclusive-Cairo_Cairo_Governor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d14038245-3_Days_Tour_Package_Covering_all_Cairo_and_Giza_all_inclusive-Cairo_Cairo_Governor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/bc/47/51/caption.jpg?w=500&h=400&s=1,3 Days Tour Package Covering all Cairo and Giza all inclusive,115.,https://www.tripadvisor.com/Attraction_Review-g294202-d7650769-Reviews-Go_Discovery_Travel-Giza_Giza_Governorate.html,Bus Tours,3 days,Enjoy and book Now 3 days guided tours to cover all Cairo including entrance fees and lunch with your qualified tour-guide…,Free cancellation,,,from,$124.59,per adult,More info,Taking safety measures
